x(m)           y(m)           x(m)           lat(degs)      lon(degs)      heading(rads)  pitch(rads)    roll(rads)     
-12364.00399   14903.85502    1200.00000     33.63404       35.86430       1.51696        0.00000        -0.02742       
-12598.62083   14890.44084    1200.00000     33.63392       35.86177       1.51696        0.00000        -0.02742       
-12833.23766   14877.02667    1200.00000     33.63379       35.85925       1.51696        0.00000        -0.02742       
-13067.85450   14863.61249    1200.00000     33.63367       35.85672       1.51696        0.00000        -0.02742       
-13302.47134   14850.19831    1200.00000     33.63354       35.85419       1.51696        0.00000        -0.02742       
-13537.08817   14836.78414    1200.00000     33.63342       35.85166       1.51696        0.00000        -0.02742       
-13771.70501   14823.36996    1200.00000     33.63330       35.84913       1.51696        0.00000        -0.02742       
-14006.32184   14809.95578    1200.00000     33.63317       35.84661       1.51696        0.00000        -0.02742       
-14240.93868   14796.54160    1200.00000     33.63305       35.84408       1.51696        0.00000        -0.02742       
-14475.55552   14783.12743    1200.00000     33.63293       35.84155       1.51696        0.00000        -0.02742       
-14710.17235   14769.71325    1200.00000     33.63280       35.83902       1.51696        0.00000        -0.02742       
-14944.78919   14756.29907    1200.00000     33.63268       35.83649       1.51696        0.00000        -0.02742       
-15179.40603   14742.88489    1200.00000     33.63255       35.83397       1.51696        0.00000        -0.02742       
-15414.02286   14729.47072    1200.00000     33.63243       35.83144       1.51696        0.00000        -0.02742       
-15648.63970   14716.05654    1200.00000     33.63230       35.82891       1.51696        0.00000        -0.02742       
-15883.25653   14702.64236    1200.00000     33.63218       35.82638       1.51696        0.00000        -0.02742       
-16117.87337   14689.22818    1200.00000     33.63206       35.82385       1.51696        0.00000        -0.02742       
-16352.49021   14675.81401    1200.00000     33.63193       35.82133       1.51696        0.00000        -0.02742       
-16587.10704   14662.39983    1200.00000     33.63181       35.81880       1.51696        0.00000        -0.02742       
-16821.72388   14648.98565    1200.00000     33.63168       35.81627       1.51696        0.00000        -0.02742       
-17056.34072   14635.57147    1200.00000     33.63156       35.81374       1.51696        0.00000        -0.02742       
-17290.95755   14622.15730    1200.00000     33.63143       35.81121       1.51696        0.00000        -0.02742       
-17525.57439   14608.74312    1200.00000     33.63131       35.80869       1.51696        0.00000        -0.02742       
-17760.19122   14595.32894    1200.00000     33.63118       35.80616       1.51696        0.00000        -0.02742       
-17994.80806   14581.91476    1200.00000     33.63106       35.80363       1.51696        0.00000        -0.02742       
-18229.42490   14568.50059    1200.00000     33.63093       35.80110       1.51696        0.00000        -0.02742       
-18464.04173   14555.08641    1200.00000     33.63081       35.79857       1.51696        0.00000        -0.02742       
-18698.65857   14541.67223    1200.00000     33.63068       35.79605       1.51696        0.00000        -0.02742       
-18933.27541   14528.25805    1200.00000     33.63056       35.79352       1.51696        0.00000        -0.02742       
-19167.89224   14514.84388    1200.00000     33.63043       35.79099       1.51696        0.00000        -0.02742       
-19402.50908   14501.42970    1200.00000     33.63031       35.78846       1.51696        0.00000        -0.02742       
-19637.12591   14488.01552    1200.00000     33.63018       35.78594       1.51696        0.00000        -0.02742       
-19871.74275   14474.60134    1200.00000     33.63006       35.78341       1.51696        0.00000        -0.02742       
-20106.35959   14461.18717    1200.00000     33.62993       35.78088       1.51696        0.00000        -0.02742       
-20340.97642   14447.77299    1200.00000     33.62981       35.77835       1.51696        0.00000        -0.02742       
-20575.59326   14434.35881    1200.00000     33.62968       35.77582       1.51696        0.00000        -0.02742       
-20810.21009   14420.94463    1200.00000     33.62956       35.77330       1.51696        0.00000        -0.02742       
-21044.82693   14407.53046    1200.00000     33.62943       35.77077       1.51696        0.00000        -0.02742       
-21279.44377   14394.11628    1200.00000     33.62930       35.76824       1.51696        0.00000        -0.02742       
-21514.06060   14380.70210    1200.00000     33.62918       35.76571       1.51696        0.00000        -0.02742       
-21748.67744   14367.28792    1200.00000     33.62905       35.76319       1.51696        0.00000        -0.02742       
-21983.29428   14353.87375    1200.00000     33.62893       35.76066       1.51696        0.00000        -0.02742       
-22217.91111   14340.45957    1200.00000     33.62880       35.75813       1.51696        0.00000        -0.02742       
-22452.52795   14327.04539    1200.00000     33.62868       35.75560       1.51696        0.00000        -0.02742       
-22687.14478   14313.63122    1200.00000     33.62855       35.75307       1.51696        0.00000        -0.02742       
-22921.76162   14300.21704    1200.00000     33.62842       35.75055       1.51696        0.00000        -0.02742       
-23156.37846   14286.80286    1200.00000     33.62830       35.74802       1.51696        0.00000        -0.02742       
-23390.99529   14273.38868    1200.00000     33.62817       35.74549       1.51696        0.00000        -0.02742       
-23625.61213   14259.97451    1200.00000     33.62805       35.74296       1.51696        0.00000        -0.02742       
-23860.22897   14246.56033    1200.00000     33.62792       35.74044       1.51696        0.00000        -0.02742       
-24094.84580   14233.14615    1200.00000     33.62779       35.73791       1.51696        0.00000        -0.02742       
-24329.46264   14219.73197    1200.00000     33.62767       35.73538       1.51696        0.00000        -0.02742       
-24564.07947   14206.31780    1200.00000     33.62754       35.73285       1.51696        0.00000        -0.02742       
-24798.69631   14192.90362    1200.00000     33.62741       35.73032       1.51696        0.00000        -0.02742       
-25033.31315   14179.48944    1200.00000     33.62729       35.72780       1.51696        0.00000        -0.02742       
-25267.92998   14166.07526    1200.00000     33.62716       35.72527       1.51696        0.00000        -0.02742       
-25502.54682   14152.66109    1200.00000     33.62704       35.72274       1.51696        0.00000        -0.02742       
-25737.16366   14139.24691    1200.00000     33.62691       35.72021       1.51696        0.00000        -0.02742       
-25971.78049   14125.83273    1200.00000     33.62678       35.71769       1.51696        0.00000        -0.02742       
-26206.39733   14112.41855    1200.00000     33.62666       35.71516       1.51696        0.00000        -0.02742       
-26441.01416   14099.00438    1200.00000     33.62653       35.71263       1.51696        0.00000        -0.02742       
-26675.63100   14085.59020    1200.00000     33.62640       35.71010       1.51696        0.00000        -0.02742       
-26910.24784   14072.17602    1200.00000     33.62627       35.70758       1.51696        0.00000        -0.02742       
-27144.86467   14058.76184    1200.00000     33.62615       35.70505       1.51696        0.00000        -0.02742       
-27379.48151   14045.34767    1200.00000     33.62602       35.70252       1.51696        0.00000        -0.02742       
-27614.09835   14031.93349    1200.00000     33.62589       35.69999       1.51696        0.00000        -0.02742       
-27848.71518   14018.51931    1200.00000     33.62577       35.69747       1.51696        0.00000        -0.02742       
-28083.33202   14005.10513    1200.00000     33.62564       35.69494       1.51696        0.00000        -0.02742       
-28317.94885   13991.69096    1200.00000     33.62551       35.69241       1.51696        0.00000        -0.02742       
-28552.56569   13978.27678    1200.00000     33.62539       35.68988       1.51696        0.00000        -0.02742       
-28787.18253   13964.86260    1200.00000     33.62526       35.68736       1.51696        0.00000        -0.02742       
-29021.79936   13951.44842    1200.00000     33.62513       35.68483       1.51696        0.00000        -0.02742       
-29256.41620   13938.03425    1200.00000     33.62500       35.68230       1.51696        0.00000        -0.02742       
-29491.03304   13924.62007    1200.00000     33.62488       35.67977       1.51696        0.00000        -0.02742       
-29725.64987   13911.20589    1200.00000     33.62475       35.67725       1.51696        0.00000        -0.02742       
-29960.26671   13897.79171    1200.00000     33.62462       35.67472       1.51696        0.00000        -0.02742       
-30194.88354   13884.37754    1200.00000     33.62449       35.67219       1.51696        0.00000        -0.02742       
-30429.50038   13870.96336    1200.00000     33.62437       35.66966       1.51696        0.00000        -0.02742       
-30664.11722   13857.54918    1200.00000     33.62424       35.66714       1.51696        0.00000        -0.02742       
-30898.73405   13844.13501    1200.00000     33.62411       35.66461       1.51696        0.00000        -0.02742       
-31133.35089   13830.72083    1200.00000     33.62398       35.66208       1.51696        0.00000        -0.02742       
-31367.96773   13817.30665    1200.00000     33.62386       35.65955       1.51696        0.00000        -0.02742       
-31602.58456   13803.89247    1200.00000     33.62373       35.65703       1.51696        0.00000        -0.02742       
-31837.20140   13790.47830    1200.00000     33.62360       35.65450       1.51696        0.00000        -0.02742       
-32071.81823   13777.06412    1200.00000     33.62347       35.65197       1.51696        0.00000        -0.02742       
-32306.43507   13763.64994    1200.00000     33.62334       35.64944       1.51696        0.00000        -0.02742       
-32541.05191   13750.23576    1200.00000     33.62322       35.64692       1.51696        0.00000        -0.02742       
-32775.66874   13736.82159    1200.00000     33.62309       35.64439       1.51696        0.00000        -0.02742       
-33010.28558   13723.40741    1200.00000     33.62296       35.64186       1.51696        0.00000        -0.02742       
-33244.90242   13709.99323    1200.00000     33.62283       35.63933       1.51696        0.00000        -0.02742       
-33479.51925   13696.57905    1200.00000     33.62270       35.63681       1.51696        0.00000        -0.02742       
-33714.13609   13683.16488    1200.00000     33.62257       35.63428       1.51696        0.00000        -0.02742       
-33948.75292   13669.75070    1200.00000     33.62245       35.63175       1.51696        0.00000        -0.02742       
-34183.36976   13656.33652    1200.00000     33.62232       35.62922       1.51696        0.00000        -0.02742       
-34417.98660   13642.92234    1200.00000     33.62219       35.62670       1.51696        0.00000        -0.02742       
-34652.60343   13629.50817    1200.00000     33.62206       35.62417       1.51696        0.00000        -0.02742       
-34887.22027   13616.09399    1200.00000     33.62193       35.62164       1.51696        0.00000        -0.02742       
-35121.83711   13602.67981    1200.00000     33.62180       35.61912       1.51696        0.00000        -0.02742       
-35356.45394   13589.26563    1200.00000     33.62168       35.61659       1.51696        0.00000        -0.02742       
-35591.07078   13575.85146    1200.00000     33.62155       35.61406       1.51696        0.00000        -0.02742       
-35825.68761   13562.43728    1200.00000     33.62142       35.61153       1.51696        0.00000        -0.02742       
-36060.30445   13549.02310    1200.00000     33.62129       35.60901       1.51696        0.00000        -0.02742       
-36294.92129   13535.60892    1200.00000     33.62116       35.60648       1.51696        0.00000        -0.02742       
-36529.53812   13522.19475    1200.00000     33.62103       35.60395       1.51696        0.00000        -0.02742       
-36764.15496   13508.78057    1200.00000     33.62090       35.60142       1.51696        0.00000        -0.02742       
-36998.77179   13495.36639    1200.00000     33.62077       35.59890       1.51696        0.00000        -0.02742       
-37233.38863   13481.95221    1200.00000     33.62064       35.59637       1.51696        0.00000        -0.02742       
-37468.00547   13468.53804    1200.00000     33.62051       35.59384       1.51696        0.00000        -0.02742       
-37702.62230   13455.12386    1200.00000     33.62039       35.59132       1.51696        0.00000        -0.02742       
-37937.23914   13441.70968    1200.00000     33.62026       35.58879       1.51696        0.00000        -0.02742       
-38171.85598   13428.29550    1200.00000     33.62013       35.58626       1.51696        0.00000        -0.02742       
-38406.47281   13414.88133    1200.00000     33.62000       35.58373       1.51696        0.00000        -0.02742       
-38641.08965   13401.46715    1200.00000     33.61987       35.58121       1.51696        0.00000        -0.02742       
-38875.70648   13388.05297    1200.00000     33.61974       35.57868       1.51696        0.00000        -0.02742       
-39110.32332   13374.63879    1200.00000     33.61961       35.57615       1.51696        0.00000        -0.02742       
-39344.94016   13361.22462    1200.00000     33.61948       35.57362       1.51696        0.00000        -0.02742       
-39579.55699   13347.81044    1200.00000     33.61935       35.57110       1.51696        0.00000        -0.02742       
-39814.17383   13334.39626    1200.00000     33.61922       35.56857       1.51696        0.00000        -0.02742       
-40048.79067   13320.98209    1200.00000     33.61909       35.56604       1.51696        0.00000        -0.02742       
-40283.40750   13307.56791    1200.00000     33.61896       35.56352       1.51696        0.00000        -0.02742       
-40518.02434   13294.15373    1200.00000     33.61883       35.56099       1.51696        0.00000        -0.02742       
-40752.64117   13280.73955    1200.00000     33.61870       35.55846       1.51696        0.00000        -0.02742       
-40987.25801   13267.32538    1200.00000     33.61857       35.55593       1.51696        0.00000        -0.02742       
-41221.87485   13253.91120    1200.00000     33.61844       35.55341       1.51696        0.00000        -0.02742       
-41456.49168   13240.49702    1200.00000     33.61831       35.55088       1.51696        0.00000        -0.02742       
-41691.10852   13227.08284    1200.00000     33.61818       35.54835       1.51696        0.00000        -0.02742       
-41925.72536   13213.66867    1200.00000     33.61805       35.54583       1.51696        0.00000        -0.02742       
-42160.34219   13200.25449    1200.00000     33.61792       35.54330       1.51696        0.00000        -0.02742       
-42394.95903   13186.84031    1200.00000     33.61779       35.54077       1.51696        0.00000        -0.02742       
-42629.57586   13173.42613    1200.00000     33.61766       35.53825       1.51696        0.00000        -0.02742       
-42864.19270   13160.01196    1200.00000     33.61753       35.53572       1.51696        0.00000        -0.02742       
-43098.80954   13146.59778    1200.00000     33.61740       35.53319       1.51696        0.00000        -0.02742       
-43333.42637   13133.18360    1200.00000     33.61727       35.53066       1.51696        0.00000        -0.02742       
-43568.04321   13119.76942    1200.00000     33.61714       35.52814       1.51696        0.00000        -0.02742       
-43802.66005   13106.35525    1200.00000     33.61701       35.52561       1.51696        0.00000        -0.02742       
-44037.27688   13092.94107    1200.00000     33.61688       35.52308       1.51696        0.00000        -0.02742       
-44271.89372   13079.52689    1200.00000     33.61675       35.52056       1.51696        0.00000        -0.02742       
-44506.51055   13066.11271    1200.00000     33.61662       35.51803       1.51696        0.00000        -0.02742       
-44741.12739   13052.69854    1200.00000     33.61649       35.51550       1.51696        0.00000        -0.02742       
-44975.74423   13039.28436    1200.00000     33.61636       35.51298       1.51696        0.00000        -0.02742       
-45210.36106   13025.87018    1200.00000     33.61622       35.51045       1.51696        0.00000        -0.02742       
-45444.97790   13012.45600    1200.00000     33.61609       35.50792       1.51696        0.00000        -0.02742       
-45679.59474   12999.04183    1200.00000     33.61596       35.50539       1.51696        0.00000        -0.02742       
-45914.21157   12985.62765    1200.00000     33.61583       35.50287       1.51696        0.00000        -0.02742       
-46148.82841   12972.21347    1200.00000     33.61570       35.50034       1.51696        0.00000        -0.02742       
-46383.44524   12958.79929    1200.00000     33.61557       35.49781       1.51696        0.00000        -0.02742       
-46618.06208   12945.38512    1200.00000     33.61544       35.49529       1.51696        0.00000        -0.02742       
-46852.67892   12931.97094    1200.00000     33.61531       35.49276       1.51696        0.00000        -0.02742       
-47087.29575   12918.55676    1200.00000     33.61518       35.49023       1.51696        0.00000        -0.02742       
-47321.91259   12905.14258    1200.00000     33.61504       35.48771       1.51696        0.00000        -0.02742       
-47556.52943   12891.72841    1200.00000     33.61491       35.48518       1.51696        0.00000        -0.02742       
-47791.14626   12878.31423    1200.00000     33.61478       35.48265       1.51696        0.00000        -0.02742       
-48025.76310   12864.90005    1200.00000     33.61465       35.48013       1.51696        0.00000        -0.02742       
-48260.37993   12851.48587    1200.00000     33.61452       35.47760       1.51696        0.00000        -0.02742       
-48494.99677   12838.07170    1200.00000     33.61439       35.47507       1.51696        0.00000        -0.02742       
-48729.61361   12824.65752    1200.00000     33.61426       35.47255       1.51696        0.00000        -0.02742       
-48964.23044   12811.24334    1200.00000     33.61412       35.47002       1.51696        0.00000        -0.02742       
-49198.84728   12797.82917    1200.00000     33.61399       35.46749       1.51696        0.00000        -0.02742       
-49433.46412   12784.41499    1200.00000     33.61386       35.46497       1.51696        0.00000        -0.02742       
-49668.08095   12771.00081    1200.00000     33.61373       35.46244       1.51696        0.00000        -0.02742       
-49902.69779   12757.58663    1200.00000     33.61360       35.45991       1.51696        0.00000        -0.02742       
-50137.31462   12744.17246    1200.00000     33.61346       35.45739       1.51696        0.00000        -0.02742       
-50371.93146   12730.75828    1200.00000     33.61333       35.45486       1.51696        0.00000        -0.02742       
-50606.54830   12717.34410    1200.00000     33.61320       35.45233       1.51696        0.00000        -0.02742       
-50841.16513   12703.92992    1200.00000     33.61307       35.44980       1.51696        0.00000        -0.02742       
-51075.78197   12690.51575    1200.00000     33.61294       35.44728       1.51696        0.00000        -0.02742       
-51310.39881   12677.10157    1200.00000     33.61280       35.44475       1.51696        0.00000        -0.02742       
-51545.01564   12663.68739    1200.00000     33.61267       35.44222       1.51696        0.00000        -0.02742       
-51779.63248   12650.27321    1200.00000     33.61254       35.43970       1.51696        0.00000        -0.02742       
-52014.24931   12636.85904    1200.00000     33.61241       35.43717       1.51696        0.00000        -0.02742       
-52248.86615   12623.44486    1200.00000     33.61228       35.43464       1.51696        0.00000        -0.02742       
-52483.48299   12610.03068    1200.00000     33.61214       35.43212       1.51696        0.00000        -0.02742       
-52718.09982   12596.61650    1200.00000     33.61201       35.42959       1.51696        0.00000        -0.02742       
-52952.71666   12583.20233    1200.00000     33.61188       35.42706       1.51696        0.00000        -0.02742       
-53187.33350   12569.78815    1200.00000     33.61175       35.42454       1.51696        0.00000        -0.02742       
-53421.95033   12556.37397    1200.00000     33.61161       35.42201       1.51696        0.00000        -0.02742       
-53656.56717   12542.95979    1200.00000     33.61148       35.41948       1.51696        0.00000        -0.02742       
-53891.18400   12529.54562    1200.00000     33.61135       35.41696       1.51696        0.00000        -0.02742       
-54125.80084   12516.13144    1200.00000     33.61121       35.41443       1.51696        0.00000        -0.02742       
-54360.41768   12502.71726    1200.00000     33.61108       35.41191       1.51696        0.00000        -0.02742       
-54595.03451   12489.30308    1200.00000     33.61095       35.40938       1.51696        0.00000        -0.02742       
-54829.65135   12475.88891    1200.00000     33.61082       35.40685       1.51696        0.00000        -0.02742       
-55064.26818   12462.47473    1200.00000     33.61068       35.40433       1.51696        0.00000        -0.02742       
-55298.88502   12449.06055    1200.00000     33.61055       35.40180       1.51696        0.00000        -0.02742       
-55533.50186   12435.64637    1200.00000     33.61042       35.39927       1.51696        0.00000        -0.02742       
-55768.11869   12422.23220    1200.00000     33.61028       35.39675       1.51696        0.00000        -0.02742       
-56002.73553   12408.81802    1200.00000     33.61015       35.39422       1.51696        0.00000        -0.02742       
-56237.35237   12395.40384    1200.00000     33.61002       35.39169       1.51696        0.00000        -0.02742       
-56471.96920   12381.98966    1200.00000     33.60988       35.38917       1.51696        0.00000        -0.02742       
-56706.58604   12368.57549    1200.00000     33.60975       35.38664       1.51696        0.00000        -0.02742       
-56941.20287   12355.16131    1200.00000     33.60962       35.38411       1.51696        0.00000        -0.02742       
-57175.81971   12341.74713    1200.00000     33.60948       35.38159       1.51696        0.00000        -0.02742       
-57410.43655   12328.33295    1200.00000     33.60935       35.37906       1.51696        0.00000        -0.02742       
-57645.05338   12314.91878    1200.00000     33.60922       35.37653       1.51696        0.00000        -0.02742       
-57879.67022   12301.50460    1200.00000     33.60908       35.37401       1.51696        0.00000        -0.02742       
-58114.28706   12288.09042    1200.00000     33.60895       35.37148       1.51696        0.00000        -0.02742       
-58348.90389   12274.67625    1200.00000     33.60881       35.36895       1.51696        0.00000        -0.02742       
-58583.52073   12261.26207    1200.00000     33.60868       35.36643       1.51696        0.00000        -0.02742       
-58818.13756   12247.84789    1200.00000     33.60855       35.36390       1.51696        0.00000        -0.02742       
-59052.75440   12234.43371    1200.00000     33.60841       35.36138       1.51696        0.00000        -0.02742       
-59287.37124   12221.01954    1200.00000     33.60828       35.35885       1.51696        0.00000        -0.02742       
-59521.98807   12207.60536    1200.00000     33.60815       35.35632       1.51696        0.00000        -0.02742       
-59756.60491   12194.19118    1200.00000     33.60801       35.35380       1.51696        0.00000        -0.02742       
-59991.22175   12180.77700    1200.00000     33.60788       35.35127       1.51696        0.00000        -0.02742       
-60225.83858   12167.36283    1200.00000     33.60774       35.34874       1.51696        0.00000        -0.02742       
-60460.45542   12153.94865    1200.00000     33.60761       35.34622       1.51696        0.00000        -0.02742       
-60695.07225   12140.53447    1200.00000     33.60747       35.34369       1.51696        0.00000        -0.02742       
-60929.68909   12127.12029    1200.00000     33.60734       35.34116       1.51696        0.00000        -0.02742       
-61164.30593   12113.70612    1200.00000     33.60721       35.33864       1.51696        0.00000        -0.02742       
-61398.92276   12100.29194    1200.00000     33.60707       35.33611       1.51696        0.00000        -0.02742       
-61633.53960   12086.87776    1200.00000     33.60694       35.33359       1.51696        0.00000        -0.02742       
-61868.15644   12073.46358    1200.00000     33.60680       35.33106       1.51696        0.00000        -0.02742       
-62102.77327   12060.04941    1200.00000     33.60667       35.32853       1.51696        0.00000        -0.02742       
-62337.39011   12046.63523    1200.00000     33.60653       35.32601       1.51696        0.00000        -0.02742       
-62572.00694   12033.22105    1200.00000     33.60640       35.32348       1.51696        0.00000        -0.02742       
-62806.62378   12019.80687    1200.00000     33.60626       35.32095       1.51696        0.00000        -0.02742       
-63041.24062   12006.39270    1200.00000     33.60613       35.31843       1.51696        0.00000        -0.02742       
-63275.85745   11992.97852    1200.00000     33.60599       35.31590       1.51696        0.00000        -0.02742       
-63510.47429   11979.56434    1200.00000     33.60586       35.31338       1.51696        0.00000        -0.02742       
-63745.09113   11966.15016    1200.00000     33.60573       35.31085       1.51696        0.00000        -0.02742       
-63979.70796   11952.73599    1200.00000     33.60559       35.30832       1.51696        0.00000        -0.02742       
-64214.32480   11939.32181    1200.00000     33.60546       35.30580       1.51696        0.00000        -0.02742       
-64448.94163   11925.90763    1200.00000     33.60532       35.30327       1.51696        0.00000        -0.02742       
-64683.55847   11912.49345    1200.00000     33.60518       35.30074       1.51696        0.00000        -0.02742       
-64918.17531   11899.07928    1200.00000     33.60505       35.29822       1.51696        0.00000        -0.02742       
-65152.79214   11885.66510    1200.00000     33.60491       35.29569       1.51696        0.00000        -0.02742       
-65387.40898   11872.25092    1200.00000     33.60478       35.29317       1.51696        0.00000        -0.02742       
-65622.02582   11858.83674    1200.00000     33.60464       35.29064       1.51696        0.00000        -0.02742       
-65856.64265   11845.42257    1200.00000     33.60451       35.28811       1.51696        0.00000        -0.02742       
-66091.25949   11832.00839    1200.00000     33.60437       35.28559       1.51696        0.00000        -0.02742       
-66325.87632   11818.59421    1200.00000     33.60424       35.28306       1.51696        0.00000        -0.02742       
-66560.49316   11805.18003    1200.00000     33.60410       35.28054       1.51696        0.00000        -0.02742       
-66795.11000   11791.76586    1200.00000     33.60397       35.27801       1.51696        0.00000        -0.02742       
-67029.72683   11778.35168    1200.00000     33.60383       35.27548       1.51696        0.00000        -0.02742       
-67264.34367   11764.93750    1200.00000     33.60370       35.27296       1.51696        0.00000        -0.02742       
-67498.96051   11751.52333    1200.00000     33.60356       35.27043       1.51696        0.00000        -0.02742       
-67733.57734   11738.10915    1200.00000     33.60342       35.26791       1.51696        0.00000        -0.02742       
-67968.19418   11724.69497    1200.00000     33.60329       35.26538       1.51696        0.00000        -0.02742       
-68202.81101   11711.28079    1200.00000     33.60315       35.26285       1.51696        0.00000        -0.02742       
-68437.42785   11697.86662    1200.00000     33.60302       35.26033       1.51696        0.00000        -0.02742       
-68672.04469   11684.45244    1200.00000     33.60288       35.25780       1.51696        0.00000        -0.02742       
-68906.66152   11671.03826    1200.00000     33.60274       35.25528       1.51696        0.00000        -0.02742       
-69141.27836   11657.62408    1200.00000     33.60261       35.25275       1.51696        0.00000        -0.02742       
-69375.89520   11644.20991    1200.00000     33.60247       35.25022       1.51696        0.00000        -0.02742       
-69610.51203   11630.79573    1200.00000     33.60234       35.24770       1.51696        0.00000        -0.02742       
-69845.12887   11617.38155    1200.00000     33.60220       35.24517       1.51696        0.00000        -0.02742       
-70079.74570   11603.96737    1200.00000     33.60206       35.24265       1.51696        0.00000        -0.02742       
-70314.36254   11590.55320    1200.00000     33.60193       35.24012       1.51696        0.00000        -0.02742       
-70548.97938   11577.13902    1200.00000     33.60179       35.23759       1.51696        0.00000        -0.02742       
-70783.59621   11563.72484    1200.00000     33.60165       35.23507       1.51696        0.00000        -0.02742       
-71018.21305   11550.31066    1200.00000     33.60152       35.23254       1.51696        0.00000        -0.02742       
-71252.82988   11536.89649    1200.00000     33.60138       35.23002       1.51696        0.00000        -0.02742       
-71487.44672   11523.48231    1200.00000     33.60124       35.22749       1.51696        0.00000        -0.02742       
-71722.06356   11510.06813    1200.00000     33.60111       35.22496       1.51696        0.00000        -0.02742       
-71956.68039   11496.65395    1200.00000     33.60097       35.22244       1.51696        0.00000        -0.02742       
-72191.29723   11483.23978    1200.00000     33.60083       35.21991       1.51696        0.00000        -0.02742       
-72425.91407   11469.82560    1200.00000     33.60070       35.21739       1.51696        0.00000        -0.02742       
-72660.53090   11456.41142    1200.00000     33.60056       35.21486       1.51696        0.00000        -0.02742       
-72895.14774   11442.99724    1200.00000     33.60042       35.21234       1.51696        0.00000        -0.02742       
-73129.76457   11429.58307    1200.00000     33.60029       35.20981       1.51696        0.00000        -0.02742       
-73364.38141   11416.16889    1200.00000     33.60015       35.20728       1.51696        0.00000        -0.02742       
-73598.99825   11402.75471    1200.00000     33.60001       35.20476       1.51696        0.00000        -0.02742       
-73833.61508   11389.34053    1200.00000     33.59988       35.20223       1.51696        0.00000        -0.02742       
-74068.23192   11375.92636    1200.00000     33.59974       35.19971       1.51696        0.00000        -0.02742       
-74302.84876   11362.51218    1200.00000     33.59960       35.19718       1.51696        0.00000        -0.02742       
-74537.46559   11349.09800    1200.00000     33.59946       35.19465       1.51696        0.00000        -0.02742       
-74772.08243   11335.68382    1200.00000     33.59933       35.19213       1.51696        0.00000        -0.02742       
-75006.69926   11322.26965    1200.00000     33.59919       35.18960       1.51696        0.00000        -0.02742       
-75241.31610   11308.85547    1200.00000     33.59905       35.18708       1.51696        0.00000        -0.02742       
-75475.93294   11295.44129    1200.00000     33.59891       35.18455       1.51696        0.00000        -0.02742       
-75710.54977   11282.02711    1200.00000     33.59878       35.18203       1.51696        0.00000        -0.02742       
-75945.16661   11268.61294    1200.00000     33.59864       35.17950       1.51696        0.00000        -0.02742       
-76179.78345   11255.19876    1200.00000     33.59850       35.17697       1.51696        0.00000        -0.02742       
-76414.40028   11241.78458    1200.00000     33.59836       35.17445       1.51696        0.00000        -0.02742       
-76649.01712   11228.37041    1200.00000     33.59823       35.17192       1.51696        0.00000        -0.02742       
-76883.63395   11214.95623    1200.00000     33.59809       35.16940       1.51696        0.00000        -0.02742       
-77118.25079   11201.54205    1200.00000     33.59795       35.16687       1.51696        0.00000        -0.02742       
-77352.86763   11188.12787    1200.00000     33.59781       35.16435       1.51696        0.00000        -0.02742       
-77587.48446   11174.71370    1200.00000     33.59767       35.16182       1.51696        0.00000        -0.02742       
-77822.10130   11161.29952    1200.00000     33.59754       35.15930       1.51696        0.00000        -0.02742       
-78056.71814   11147.88534    1200.00000     33.59740       35.15677       1.51696        0.00000        -0.02742       
-78291.33497   11134.47116    1200.00000     33.59726       35.15424       1.51696        0.00000        -0.02742       
-78525.95181   11121.05699    1200.00000     33.59712       35.15172       1.51696        0.00000        -0.02742       
-78760.56864   11107.64281    1200.00000     33.59698       35.14919       1.51696        0.00000        -0.02742       
-78995.18548   11094.22863    1200.00000     33.59685       35.14667       1.51696        0.00000        -0.02742       
-79229.80232   11080.81445    1200.00000     33.59671       35.14414       1.51696        0.00000        -0.02742       
-79464.41915   11067.40028    1200.00000     33.59657       35.14162       1.51696        0.00000        -0.02742       
-79699.03599   11053.98610    1200.00000     33.59643       35.13909       1.51696        0.00000        -0.02742       
-79933.65283   11040.57192    1200.00000     33.59629       35.13657       1.51696        0.00000        -0.02742       
-80168.26966   11027.15774    1200.00000     33.59615       35.13404       1.51696        0.00000        -0.02742       
-80402.88650   11013.74357    1200.00000     33.59601       35.13151       1.51696        0.00000        -0.02742       
-80637.50333   11000.32939    1200.00000     33.59588       35.12899       1.51696        0.00000        -0.02742       
-80872.12017   10986.91521    1200.00000     33.59574       35.12646       1.51696        0.00000        -0.02742       
-81106.73701   10973.50103    1200.00000     33.59560       35.12394       1.51696        0.00000        -0.02742       
-81341.35384   10960.08686    1200.00000     33.59546       35.12141       1.51696        0.00000        -0.02742       
-81575.97068   10946.67268    1200.00000     33.59532       35.11889       1.51696        0.00000        -0.02742       
-81810.58752   10933.25850    1200.00000     33.59518       35.11636       1.51696        0.00000        -0.02742       
-82045.20435   10919.84432    1200.00000     33.59504       35.11384       1.51696        0.00000        -0.02742       
-82279.82119   10906.43015    1200.00000     33.59490       35.11131       1.51696        0.00000        -0.02742       
-82514.43802   10893.01597    1200.00000     33.59477       35.10879       1.51696        0.00000        -0.02742       
-82749.05486   10879.60179    1200.00000     33.59463       35.10626       1.51696        0.00000        -0.02742       
-82983.67170   10866.18761    1200.00000     33.59449       35.10373       1.51696        0.00000        -0.02742       
-83218.28853   10852.77344    1200.00000     33.59435       35.10121       1.51696        0.00000        -0.02742       
