x(m)           y(m)           x(m)           lat(degs)      lon(degs)      heading(rads)  pitch(rads)    roll(rads)     
-28608.93779   12577.51166    1200.00000     33.61276       35.68932       1.57296        0.00000        0.02742        
-28375.74690   12606.61505    1200.00000     33.61303       35.69183       1.57296        0.00000        0.02742        
-28142.55601   12635.71844    1200.00000     33.61329       35.69434       1.57296        0.00000        0.02742        
-27909.36511   12664.82183    1200.00000     33.61356       35.69685       1.57296        0.00000        0.02742        
-27676.17422   12693.92521    1200.00000     33.61383       35.69937       1.57296        0.00000        0.02742        
-27442.98333   12723.02860    1200.00000     33.61410       35.70188       1.57296        0.00000        0.02742        
-27209.79243   12752.13199    1200.00000     33.61437       35.70439       1.57296        0.00000        0.02742        
-26976.60154   12781.23538    1200.00000     33.61464       35.70690       1.57296        0.00000        0.02742        
-26743.41065   12810.33876    1200.00000     33.61490       35.70941       1.57296        0.00000        0.02742        
-26510.21975   12839.44215    1200.00000     33.61517       35.71192       1.57296        0.00000        0.02742        
-26277.02886   12868.54554    1200.00000     33.61544       35.71443       1.57296        0.00000        0.02742        
-26043.83797   12897.64893    1200.00000     33.61571       35.71695       1.57296        0.00000        0.02742        
-25810.64707   12926.75232    1200.00000     33.61598       35.71946       1.57296        0.00000        0.02742        
-25577.45618   12955.85570    1200.00000     33.61625       35.72197       1.57296        0.00000        0.02742        
-25344.26529   12984.95909    1200.00000     33.61651       35.72448       1.57296        0.00000        0.02742        
-25111.07439   13014.06248    1200.00000     33.61678       35.72699       1.57296        0.00000        0.02742        
-24877.88350   13043.16587    1200.00000     33.61705       35.72950       1.57296        0.00000        0.02742        
-24644.69260   13072.26925    1200.00000     33.61732       35.73202       1.57296        0.00000        0.02742        
-24411.50171   13101.37264    1200.00000     33.61758       35.73453       1.57296        0.00000        0.02742        
-24178.31082   13130.47603    1200.00000     33.61785       35.73704       1.57296        0.00000        0.02742        
-23945.11992   13159.57942    1200.00000     33.61812       35.73955       1.57296        0.00000        0.02742        
-23711.92903   13188.68280    1200.00000     33.61839       35.74206       1.57296        0.00000        0.02742        
-23478.73814   13217.78619    1200.00000     33.61865       35.74457       1.57296        0.00000        0.02742        
-23245.54724   13246.88958    1200.00000     33.61892       35.74708       1.57296        0.00000        0.02742        
-23012.35635   13275.99297    1200.00000     33.61919       35.74960       1.57296        0.00000        0.02742        
-22779.16546   13305.09635    1200.00000     33.61946       35.75211       1.57296        0.00000        0.02742        
-22545.97456   13334.19974    1200.00000     33.61972       35.75462       1.57296        0.00000        0.02742        
-22312.78367   13363.30313    1200.00000     33.61999       35.75713       1.57296        0.00000        0.02742        
-22079.59278   13392.40652    1200.00000     33.62026       35.75964       1.57296        0.00000        0.02742        
-21846.40188   13421.50991    1200.00000     33.62053       35.76216       1.57296        0.00000        0.02742        
-21613.21099   13450.61329    1200.00000     33.62079       35.76467       1.57296        0.00000        0.02742        
-21380.02010   13479.71668    1200.00000     33.62106       35.76718       1.57296        0.00000        0.02742        
-21146.82920   13508.82007    1200.00000     33.62133       35.76969       1.57296        0.00000        0.02742        
-20913.63831   13537.92346    1200.00000     33.62159       35.77220       1.57296        0.00000        0.02742        
-20680.44741   13567.02684    1200.00000     33.62186       35.77471       1.57296        0.00000        0.02742        
-20447.25652   13596.13023    1200.00000     33.62213       35.77723       1.57296        0.00000        0.02742        
-20214.06563   13625.23362    1200.00000     33.62239       35.77974       1.57296        0.00000        0.02742        
-19980.87473   13654.33701    1200.00000     33.62266       35.78225       1.57296        0.00000        0.02742        
-19747.68384   13683.44039    1200.00000     33.62293       35.78476       1.57296        0.00000        0.02742        
-19514.49295   13712.54378    1200.00000     33.62319       35.78727       1.57296        0.00000        0.02742        
-19281.30205   13741.64717    1200.00000     33.62346       35.78979       1.57296        0.00000        0.02742        
-19048.11116   13770.75056    1200.00000     33.62373       35.79230       1.57296        0.00000        0.02742        
-18814.92027   13799.85394    1200.00000     33.62399       35.79481       1.57296        0.00000        0.02742        
-18581.72937   13828.95733    1200.00000     33.62426       35.79732       1.57296        0.00000        0.02742        
-18348.53848   13858.06072    1200.00000     33.62453       35.79983       1.57296        0.00000        0.02742        
-18115.34759   13887.16411    1200.00000     33.62479       35.80235       1.57296        0.00000        0.02742        
-17882.15669   13916.26750    1200.00000     33.62506       35.80486       1.57296        0.00000        0.02742        
-17648.96580   13945.37088    1200.00000     33.62533       35.80737       1.57296        0.00000        0.02742        
-17415.77491   13974.47427    1200.00000     33.62559       35.80988       1.57296        0.00000        0.02742        
-17182.58401   14003.57766    1200.00000     33.62586       35.81239       1.57296        0.00000        0.02742        
-16949.39312   14032.68105    1200.00000     33.62612       35.81491       1.57296        0.00000        0.02742        
-16716.20222   14061.78443    1200.00000     33.62639       35.81742       1.57296        0.00000        0.02742        
-16483.01133   14090.88782    1200.00000     33.62666       35.81993       1.57296        0.00000        0.02742        
-16249.82044   14119.99121    1200.00000     33.62692       35.82244       1.57296        0.00000        0.02742        
-16016.62954   14149.09460    1200.00000     33.62719       35.82495       1.57296        0.00000        0.02742        
-15783.43865   14178.19798    1200.00000     33.62745       35.82747       1.57296        0.00000        0.02742        
-15550.24776   14207.30137    1200.00000     33.62772       35.82998       1.57296        0.00000        0.02742        
-15317.05686   14236.40476    1200.00000     33.62799       35.83249       1.57296        0.00000        0.02742        
-15083.86597   14265.50815    1200.00000     33.62825       35.83500       1.57296        0.00000        0.02742        
-14850.67508   14294.61153    1200.00000     33.62852       35.83752       1.57296        0.00000        0.02742        
-14617.48418   14323.71492    1200.00000     33.62878       35.84003       1.57296        0.00000        0.02742        
-14384.29329   14352.81831    1200.00000     33.62905       35.84254       1.57296        0.00000        0.02742        
-14151.10240   14381.92170    1200.00000     33.62931       35.84505       1.57296        0.00000        0.02742        
-13917.91150   14411.02509    1200.00000     33.62958       35.84757       1.57296        0.00000        0.02742        
-13684.72061   14440.12847    1200.00000     33.62984       35.85008       1.57296        0.00000        0.02742        
-13451.52972   14469.23186    1200.00000     33.63011       35.85259       1.57296        0.00000        0.02742        
-13218.33882   14498.33525    1200.00000     33.63037       35.85510       1.57296        0.00000        0.02742        
-12985.14793   14527.43864    1200.00000     33.63064       35.85761       1.57296        0.00000        0.02742        
-12751.95703   14556.54202    1200.00000     33.63090       35.86013       1.57296        0.00000        0.02742        
-12518.76614   14585.64541    1200.00000     33.63117       35.86264       1.57296        0.00000        0.02742        
-12285.57525   14614.74880    1200.00000     33.63143       35.86515       1.57296        0.00000        0.02742        
-12052.38435   14643.85219    1200.00000     33.63170       35.86766       1.57296        0.00000        0.02742        
-11819.19346   14672.95557    1200.00000     33.63196       35.87018       1.57296        0.00000        0.02742        
-11586.00257   14702.05896    1200.00000     33.63223       35.87269       1.57296        0.00000        0.02742        
-11352.81167   14731.16235    1200.00000     33.63249       35.87520       1.57296        0.00000        0.02742        
-11119.62078   14760.26574    1200.00000     33.63276       35.87771       1.57296        0.00000        0.02742        
-10886.42989   14789.36912    1200.00000     33.63302       35.88023       1.57296        0.00000        0.02742        
-10653.23899   14818.47251    1200.00000     33.63329       35.88274       1.57296        0.00000        0.02742        
-10420.04810   14847.57590    1200.00000     33.63355       35.88525       1.57296        0.00000        0.02742        
-10186.85721   14876.67929    1200.00000     33.63382       35.88776       1.57296        0.00000        0.02742        
-9975.70776    14773.52450    1200.00000     33.63289       35.89004       1.56286        0.00000        -0.02742       
-9764.55831    14670.36971    1200.00000     33.63196       35.89232       1.56286        0.00000        -0.02742       
-9553.40886    14567.21493    1200.00000     33.63103       35.89459       1.56286        0.00000        -0.02742       
-9342.25941    14464.06014    1200.00000     33.63011       35.89687       1.56286        0.00000        -0.02742       
-9131.10996    14360.90535    1200.00000     33.62918       35.89915       1.56286        0.00000        -0.02742       
-8919.96051    14257.75056    1200.00000     33.62825       35.90142       1.56286        0.00000        -0.02742       
-8708.81106    14154.59578    1200.00000     33.62732       35.90370       1.56286        0.00000        -0.02742       
-8497.66161    14051.44099    1200.00000     33.62639       35.90598       1.56286        0.00000        -0.02742       
-8286.51216    13948.28620    1200.00000     33.62547       35.90825       1.56286        0.00000        -0.02742       
-8075.36272    13845.13141    1200.00000     33.62454       35.91053       1.56286        0.00000        -0.02742       
-7864.21327    13741.97663    1200.00000     33.62361       35.91280       1.56286        0.00000        -0.02742       
-7653.06382    13638.82184    1200.00000     33.62268       35.91508       1.56286        0.00000        -0.02742       
-7441.91437    13535.66705    1200.00000     33.62175       35.91736       1.56286        0.00000        -0.02742       
-7230.76492    13432.51226    1200.00000     33.62082       35.91963       1.56286        0.00000        -0.02742       
-7019.61547    13329.35748    1200.00000     33.61990       35.92191       1.56286        0.00000        -0.02742       
-6808.46602    13226.20269    1200.00000     33.61897       35.92418       1.56286        0.00000        -0.02742       
-6597.31657    13123.04790    1200.00000     33.61804       35.92646       1.56286        0.00000        -0.02742       
-6386.16712    13019.89311    1200.00000     33.61711       35.92873       1.56286        0.00000        -0.02742       
-6175.01767    12916.73833    1200.00000     33.61618       35.93101       1.56286        0.00000        -0.02742       
-5963.86822    12813.58354    1200.00000     33.61525       35.93329       1.56286        0.00000        -0.02742       
-5752.71878    12710.42875    1200.00000     33.61432       35.93556       1.56286        0.00000        -0.02742       
-5541.56933    12607.27396    1200.00000     33.61340       35.93784       1.56286        0.00000        -0.02742       
-5330.41988    12504.11918    1200.00000     33.61247       35.94011       1.56286        0.00000        -0.02742       
-5119.27043    12400.96439    1200.00000     33.61154       35.94239       1.56286        0.00000        -0.02742       
-4908.12098    12297.80960    1200.00000     33.61061       35.94466       1.56286        0.00000        -0.02742       
-4696.97153    12194.65481    1200.00000     33.60968       35.94694       1.56286        0.00000        -0.02742       
-4485.82208    12091.50003    1200.00000     33.60875       35.94921       1.56286        0.00000        -0.02742       
-4274.67263    11988.34524    1200.00000     33.60782       35.95149       1.56286        0.00000        -0.02742       
-4063.52318    11885.19045    1200.00000     33.60689       35.95376       1.56286        0.00000        -0.02742       
-3852.37373    11782.03566    1200.00000     33.60596       35.95604       1.56286        0.00000        -0.02742       
-3641.22429    11678.88088    1200.00000     33.60504       35.95831       1.56286        0.00000        -0.02742       
-3430.07484    11575.72609    1200.00000     33.60411       35.96059       1.56286        0.00000        -0.02742       
-3218.92539    11472.57130    1200.00000     33.60318       35.96286       1.56286        0.00000        -0.02742       
-3007.77594    11369.41652    1200.00000     33.60225       35.96514       1.56286        0.00000        -0.02742       
-2796.62649    11266.26173    1200.00000     33.60132       35.96741       1.56286        0.00000        -0.02742       
-2585.47704    11163.10694    1200.00000     33.60039       35.96969       1.56286        0.00000        -0.02742       
-2374.32759    11059.95215    1200.00000     33.59946       35.97196       1.56286        0.00000        -0.02742       
-2163.17814    10956.79737    1200.00000     33.59853       35.97424       1.56286        0.00000        -0.02742       
-1952.02869    10853.64258    1200.00000     33.59760       35.97651       1.56286        0.00000        -0.02742       
-1740.87924    10750.48779    1200.00000     33.59667       35.97879       1.56286        0.00000        -0.02742       
-1529.72980    10647.33300    1200.00000     33.59574       35.98106       1.56286        0.00000        -0.02742       
-1318.58035    10544.17822    1200.00000     33.59481       35.98334       1.56286        0.00000        -0.02742       
-1107.43090    10441.02343    1200.00000     33.59388       35.98561       1.56286        0.00000        -0.02742       
-896.28145     10337.86864    1200.00000     33.59295       35.98789       1.56286        0.00000        -0.02742       
-685.13200     10234.71385    1200.00000     33.59202       35.99016       1.56286        0.00000        -0.02742       
-473.98255     10131.55907    1200.00000     33.59109       35.99243       1.56286        0.00000        -0.02742       
-262.83310     10028.40428    1200.00000     33.59016       35.99471       1.56286        0.00000        -0.02742       
-51.68365      9925.24949     1200.00000     33.58923       35.99698       1.56286        0.00000        -0.02742       
183.22261      9918.61277     1200.00000     33.58917       35.99951       1.57030        0.00000        -0.02742       
418.12888      9911.97606     1200.00000     33.58911       36.00204       1.57030        0.00000        -0.02742       
653.03515      9905.33934     1200.00000     33.58905       36.00457       1.57030        0.00000        -0.02742       
887.94141      9898.70262     1200.00000     33.58899       36.00710       1.57030        0.00000        -0.02742       
1122.84768     9892.06590     1200.00000     33.58893       36.00963       1.57030        0.00000        -0.02742       
1357.75395     9885.42919     1200.00000     33.58887       36.01216       1.57030        0.00000        -0.02742       
1592.66021     9878.79247     1200.00000     33.58881       36.01469       1.57030        0.00000        -0.02742       
1827.56648     9872.15575     1200.00000     33.58875       36.01722       1.57030        0.00000        -0.02742       
2062.47275     9865.51903     1200.00000     33.58869       36.01975       1.57030        0.00000        -0.02742       
2297.37901     9858.88232     1200.00000     33.58863       36.02228       1.57030        0.00000        -0.02742       
2532.28528     9852.24560     1200.00000     33.58857       36.02481       1.57030        0.00000        -0.02742       
2767.19154     9845.60888     1200.00000     33.58851       36.02734       1.57030        0.00000        -0.02742       
3002.09781     9838.97217     1200.00000     33.58845       36.02987       1.57030        0.00000        -0.02742       
3237.00408     9832.33545     1200.00000     33.58839       36.03240       1.57030        0.00000        -0.02742       
3471.91034     9825.69873     1200.00000     33.58833       36.03493       1.57030        0.00000        -0.02742       
3706.81661     9819.06201     1200.00000     33.58827       36.03746       1.57030        0.00000        -0.02742       
3941.72288     9812.42530     1200.00000     33.58821       36.03999       1.57030        0.00000        -0.02742       
4176.62914     9805.78858     1200.00000     33.58815       36.04252       1.57030        0.00000        -0.02742       
4411.53541     9799.15186     1200.00000     33.58809       36.04505       1.57030        0.00000        -0.02742       
4646.44168     9792.51514     1200.00000     33.58803       36.04758       1.57030        0.00000        -0.02742       
4881.34794     9785.87843     1200.00000     33.58797       36.05011       1.57030        0.00000        -0.02742       
5116.25421     9779.24171     1200.00000     33.58791       36.05264       1.57030        0.00000        -0.02742       
5351.16047     9772.60499     1200.00000     33.58784       36.05517       1.57030        0.00000        -0.02742       
5586.06674     9765.96827     1200.00000     33.58778       36.05770       1.57030        0.00000        -0.02742       
5820.97301     9759.33156     1200.00000     33.58772       36.06023       1.57030        0.00000        -0.02742       
6055.87927     9752.69484     1200.00000     33.58766       36.06276       1.57030        0.00000        -0.02742       
6290.78554     9746.05812     1200.00000     33.58760       36.06529       1.57030        0.00000        -0.02742       
6525.69181     9739.42140     1200.00000     33.58754       36.06782       1.57030        0.00000        -0.02742       
6760.59807     9732.78469     1200.00000     33.58748       36.07035       1.57030        0.00000        -0.02742       
6995.50434     9726.14797     1200.00000     33.58742       36.07288       1.57030        0.00000        -0.02742       
7230.41061     9719.51125     1200.00000     33.58735       36.07541       1.57030        0.00000        -0.02742       
7465.31687     9712.87454     1200.00000     33.58729       36.07794       1.57030        0.00000        -0.02742       
7700.22314     9706.23782     1200.00000     33.58723       36.08047       1.57030        0.00000        -0.02742       
7935.12940     9699.60110     1200.00000     33.58717       36.08300       1.57030        0.00000        -0.02742       
8170.03567     9692.96438     1200.00000     33.58711       36.08553       1.57030        0.00000        -0.02742       
8404.94194     9686.32767     1200.00000     33.58705       36.08806       1.57030        0.00000        -0.02742       
8639.84820     9679.69095     1200.00000     33.58699       36.09059       1.57030        0.00000        -0.02742       
8874.75447     9673.05423     1200.00000     33.58692       36.09312       1.57030        0.00000        -0.02742       
9109.66074     9666.41751     1200.00000     33.58686       36.09565       1.57030        0.00000        -0.02742       
9344.56700     9659.78080     1200.00000     33.58680       36.09818       1.57030        0.00000        -0.02742       
9579.47327     9653.14408     1200.00000     33.58674       36.10071       1.57030        0.00000        -0.02742       
9814.37954     9646.50736     1200.00000     33.58668       36.10324       1.57030        0.00000        -0.02742       
10049.28580    9639.87064     1200.00000     33.58661       36.10577       1.57030        0.00000        -0.02742       
10284.19207    9633.23393     1200.00000     33.58655       36.10830       1.57030        0.00000        -0.02742       
10519.09834    9626.59721     1200.00000     33.58649       36.11083       1.57030        0.00000        -0.02742       
10754.00460    9619.96049     1200.00000     33.58643       36.11336       1.57030        0.00000        -0.02742       
10988.91087    9613.32378     1200.00000     33.58637       36.11589       1.57030        0.00000        -0.02742       
11223.81713    9606.68706     1200.00000     33.58630       36.11842       1.57030        0.00000        -0.02742       
11458.72340    9600.05034     1200.00000     33.58624       36.12095       1.57030        0.00000        -0.02742       
11693.62967    9593.41362     1200.00000     33.58618       36.12348       1.57030        0.00000        -0.02742       
11928.53593    9586.77691     1200.00000     33.58612       36.12601       1.57030        0.00000        -0.02742       
12163.44220    9580.14019     1200.00000     33.58605       36.12854       1.57030        0.00000        -0.02742       
12398.34847    9573.50347     1200.00000     33.58599       36.13107       1.57030        0.00000        -0.02742       
12633.25473    9566.86675     1200.00000     33.58593       36.13360       1.57030        0.00000        -0.02742       
12868.16100    9560.23004     1200.00000     33.58587       36.13613       1.57030        0.00000        -0.02742       
13103.06727    9553.59332     1200.00000     33.58580       36.13866       1.57030        0.00000        -0.02742       
13337.97353    9546.95660     1200.00000     33.58574       36.14119       1.57030        0.00000        -0.02742       
13572.87980    9540.31988     1200.00000     33.58568       36.14372       1.57030        0.00000        -0.02742       
13807.78606    9533.68317     1200.00000     33.58561       36.14625       1.57030        0.00000        -0.02742       
14042.69233    9527.04645     1200.00000     33.58555       36.14878       1.57030        0.00000        -0.02742       
14277.59860    9520.40973     1200.00000     33.58549       36.15131       1.57030        0.00000        -0.02742       
14512.50486    9513.77301     1200.00000     33.58543       36.15384       1.57030        0.00000        -0.02742       
14747.41113    9507.13630     1200.00000     33.58536       36.15637       1.57030        0.00000        -0.02742       
14982.31740    9500.49958     1200.00000     33.58530       36.15890       1.57030        0.00000        -0.02742       
14753.00688    9551.89691     1200.00000     33.58577       36.15643       1.62178        0.00000        0.02742        
14523.69636    9603.29424     1200.00000     33.58623       36.15396       1.62178        0.00000        0.02742        
14294.38584    9654.69156     1200.00000     33.58670       36.15150       1.62178        0.00000        0.02742        
14065.07532    9706.08889     1200.00000     33.58717       36.14903       1.62178        0.00000        0.02742        
13835.76479    9757.48622     1200.00000     33.58763       36.14656       1.62178        0.00000        0.02742        
13606.45427    9808.88355     1200.00000     33.58810       36.14409       1.62178        0.00000        0.02742        
13377.14375    9860.28087     1200.00000     33.58856       36.14162       1.62178        0.00000        0.02742        
13147.83323    9911.67820     1200.00000     33.58903       36.13915       1.62178        0.00000        0.02742        
12918.52271    9963.07553     1200.00000     33.58950       36.13668       1.62178        0.00000        0.02742        
12689.21219    10014.47286    1200.00000     33.58996       36.13421       1.62178        0.00000        0.02742        
12459.90167    10065.87018    1200.00000     33.59043       36.13174       1.62178        0.00000        0.02742        
12230.59115    10117.26751    1200.00000     33.59089       36.12927       1.62178        0.00000        0.02742        
12001.28063    10168.66484    1200.00000     33.59136       36.12680       1.62178        0.00000        0.02742        
11771.97011    10220.06217    1200.00000     33.59183       36.12434       1.62178        0.00000        0.02742        
11542.65959    10271.45950    1200.00000     33.59229       36.12187       1.62178        0.00000        0.02742        
11313.34907    10322.85682    1200.00000     33.59276       36.11940       1.62178        0.00000        0.02742        
11084.03855    10374.25415    1200.00000     33.59322       36.11693       1.62178        0.00000        0.02742        
10854.72803    10425.65148    1200.00000     33.59369       36.11446       1.62178        0.00000        0.02742        
10625.41751    10477.04881    1200.00000     33.59415       36.11199       1.62178        0.00000        0.02742        
10396.10699    10528.44613    1200.00000     33.59462       36.10952       1.62178        0.00000        0.02742        
10166.79647    10579.84346    1200.00000     33.59509       36.10705       1.62178        0.00000        0.02742        
9937.48595     10631.24079    1200.00000     33.59555       36.10458       1.62178        0.00000        0.02742        
9708.17543     10682.63812    1200.00000     33.59602       36.10211       1.62178        0.00000        0.02742        
9478.86491     10734.03545    1200.00000     33.59648       36.09964       1.62178        0.00000        0.02742        
9249.55439     10785.43277    1200.00000     33.59695       36.09717       1.62178        0.00000        0.02742        
9020.24387     10836.83010    1200.00000     33.59741       36.09470       1.62178        0.00000        0.02742        
8790.93335     10888.22743    1200.00000     33.59788       36.09223       1.62178        0.00000        0.02742        
8561.62283     10939.62476    1200.00000     33.59834       36.08976       1.62178        0.00000        0.02742        
8332.31231     10991.02208    1200.00000     33.59881       36.08729       1.62178        0.00000        0.02742        
8103.00179     11042.41941    1200.00000     33.59927       36.08482       1.62178        0.00000        0.02742        
7873.69127     11093.81674    1200.00000     33.59974       36.08236       1.62178        0.00000        0.02742        
7644.38075     11145.21407    1200.00000     33.60020       36.07989       1.62178        0.00000        0.02742        
7415.07023     11196.61139    1200.00000     33.60067       36.07742       1.62178        0.00000        0.02742        
7185.75971     11248.00872    1200.00000     33.60113       36.07495       1.62178        0.00000        0.02742        
6956.44919     11299.40605    1200.00000     33.60160       36.07248       1.62178        0.00000        0.02742        
6727.13867     11350.80338    1200.00000     33.60206       36.07001       1.62178        0.00000        0.02742        
6497.82815     11402.20071    1200.00000     33.60253       36.06754       1.62178        0.00000        0.02742        
6268.51763     11453.59803    1200.00000     33.60299       36.06507       1.62178        0.00000        0.02742        
6039.20711     11504.99536    1200.00000     33.60346       36.06260       1.62178        0.00000        0.02742        
5809.89659     11556.39269    1200.00000     33.60392       36.06013       1.62178        0.00000        0.02742        
5580.58607     11607.79002    1200.00000     33.60439       36.05766       1.62178        0.00000        0.02742        
5351.27555     11659.18734    1200.00000     33.60485       36.05519       1.62178        0.00000        0.02742        
5121.96503     11710.58467    1200.00000     33.60531       36.05272       1.62178        0.00000        0.02742        
4892.65450     11761.98200    1200.00000     33.60578       36.05025       1.62178        0.00000        0.02742        
4663.34398     11813.37933    1200.00000     33.60624       36.04778       1.62178        0.00000        0.02742        
4434.03346     11864.77666    1200.00000     33.60671       36.04531       1.62178        0.00000        0.02742        
4204.72294     11916.17398    1200.00000     33.60717       36.04284       1.62178        0.00000        0.02742        
3975.41242     11967.57131    1200.00000     33.60764       36.04037       1.62178        0.00000        0.02742        
3746.10190     12018.96864    1200.00000     33.60810       36.03790       1.62178        0.00000        0.02742        
3516.79138     12070.36597    1200.00000     33.60856       36.03543       1.62178        0.00000        0.02742        
3287.48086     12121.76329    1200.00000     33.60903       36.03296       1.62178        0.00000        0.02742        
3058.17034     12173.16062    1200.00000     33.60949       36.03049       1.62178        0.00000        0.02742        
2828.85982     12224.55795    1200.00000     33.60996       36.02802       1.62178        0.00000        0.02742        
2599.54930     12275.95528    1200.00000     33.61042       36.02555       1.62178        0.00000        0.02742        
2370.23878     12327.35260    1200.00000     33.61088       36.02308       1.62178        0.00000        0.02742        
2140.92826     12378.74993    1200.00000     33.61135       36.02061       1.62178        0.00000        0.02742        
1911.61774     12430.14726    1200.00000     33.61181       36.01813       1.62178        0.00000        0.02742        
1682.30722     12481.54459    1200.00000     33.61228       36.01566       1.62178        0.00000        0.02742        
1452.99670     12532.94192    1200.00000     33.61274       36.01319       1.62178        0.00000        0.02742        
1223.68618     12584.33924    1200.00000     33.61320       36.01072       1.62178        0.00000        0.02742        
994.37566      12635.73657    1200.00000     33.61367       36.00825       1.62178        0.00000        0.02742        
765.06514      12687.13390    1200.00000     33.61413       36.00578       1.62178        0.00000        0.02742        
535.75462      12738.53123    1200.00000     33.61459       36.00331       1.62178        0.00000        0.02742        
306.44410      12789.92855    1200.00000     33.61506       36.00084       1.62178        0.00000        0.02742        
77.13358       12841.32588    1200.00000     33.61552       35.99837       1.62178        0.00000        0.02742        
-152.17694     12892.72321    1200.00000     33.61598       35.99590       1.62178        0.00000        0.02742        
-381.48746     12944.12054    1200.00000     33.61645       35.99343       1.62178        0.00000        0.02742        
-610.79798     12995.51787    1200.00000     33.61691       35.99096       1.62178        0.00000        0.02742        
-840.10850     13046.91519    1200.00000     33.61737       35.98849       1.62178        0.00000        0.02742        
-1069.41902    13098.31252    1200.00000     33.61784       35.98602       1.62178        0.00000        0.02742        
-1298.72954    13149.70985    1200.00000     33.61830       35.98355       1.62178        0.00000        0.02742        
-1528.04006    13201.10718    1200.00000     33.61876       35.98108       1.62178        0.00000        0.02742        
-1757.35058    13252.50450    1200.00000     33.61922       35.97861       1.62178        0.00000        0.02742        
-1986.66110    13303.90183    1200.00000     33.61969       35.97613       1.62178        0.00000        0.02742        
-2215.97162    13355.29916    1200.00000     33.62015       35.97366       1.62178        0.00000        0.02742        
-2445.28214    13406.69649    1200.00000     33.62061       35.97119       1.62178        0.00000        0.02742        
-2674.59266    13458.09381    1200.00000     33.62108       35.96872       1.62178        0.00000        0.02742        
-2903.90318    13509.49114    1200.00000     33.62154       35.96625       1.62178        0.00000        0.02742        
-3133.21370    13560.88847    1200.00000     33.62200       35.96378       1.62178        0.00000        0.02742        
-3362.52422    13612.28580    1200.00000     33.62246       35.96131       1.62178        0.00000        0.02742        
-3591.83474    13663.68313    1200.00000     33.62293       35.95884       1.62178        0.00000        0.02742        
-3821.14527    13715.08045    1200.00000     33.62339       35.95637       1.62178        0.00000        0.02742        
-4050.45579    13766.47778    1200.00000     33.62385       35.95390       1.62178        0.00000        0.02742        
-4279.76631    13817.87511    1200.00000     33.62431       35.95143       1.62178        0.00000        0.02742        
-4509.07683    13869.27244    1200.00000     33.62478       35.94895       1.62178        0.00000        0.02742        
-4738.38735    13920.66976    1200.00000     33.62524       35.94648       1.62178        0.00000        0.02742        
-4967.69787    13972.06709    1200.00000     33.62570       35.94401       1.62178        0.00000        0.02742        
-5197.00839    14023.46442    1200.00000     33.62616       35.94154       1.62178        0.00000        0.02742        
-5426.31891    14074.86175    1200.00000     33.62663       35.93907       1.62178        0.00000        0.02742        
-5655.62943    14126.25908    1200.00000     33.62709       35.93660       1.62178        0.00000        0.02742        
-5884.93995    14177.65640    1200.00000     33.62755       35.93413       1.62178        0.00000        0.02742        
-6114.25047    14229.05373    1200.00000     33.62801       35.93166       1.62178        0.00000        0.02742        
-6343.56099    14280.45106    1200.00000     33.62847       35.92918       1.62178        0.00000        0.02742        
-6572.87151    14331.84839    1200.00000     33.62894       35.92671       1.62178        0.00000        0.02742        
-6802.18203    14383.24571    1200.00000     33.62940       35.92424       1.62178        0.00000        0.02742        
-7031.49255    14434.64304    1200.00000     33.62986       35.92177       1.62178        0.00000        0.02742        
-7260.80307    14486.04037    1200.00000     33.63032       35.91930       1.62178        0.00000        0.02742        
-7490.11359    14537.43770    1200.00000     33.63078       35.91683       1.62178        0.00000        0.02742        
-7719.42411    14588.83502    1200.00000     33.63124       35.91436       1.62178        0.00000        0.02742        
-7948.73463    14640.23235    1200.00000     33.63171       35.91188       1.62178        0.00000        0.02742        
-8178.04515    14691.62968    1200.00000     33.63217       35.90941       1.62178        0.00000        0.02742        
-8407.35567    14743.02701    1200.00000     33.63263       35.90694       1.62178        0.00000        0.02742        
-8636.66619    14794.42434    1200.00000     33.63309       35.90447       1.62178        0.00000        0.02742        
-8865.97671    14845.82166    1200.00000     33.63355       35.90200       1.62178        0.00000        0.02742        
-9095.28723    14897.21899    1200.00000     33.63401       35.89953       1.62178        0.00000        0.02742        
-9324.59775    14948.61632    1200.00000     33.63447       35.89706       1.62178        0.00000        0.02742        
-9553.90827    15000.01365    1200.00000     33.63494       35.89458       1.62178        0.00000        0.02742        
-9783.21879    15051.41097    1200.00000     33.63540       35.89211       1.62178        0.00000        0.02742        
-10017.83563   15037.99680    1200.00000     33.63527       35.88958       1.51696        0.00000        -0.02742       
-10252.45246   15024.58262    1200.00000     33.63515       35.88706       1.51696        0.00000        -0.02742       
-10487.06930   15011.16844    1200.00000     33.63503       35.88453       1.51696        0.00000        -0.02742       
-10721.68614   14997.75426    1200.00000     33.63490       35.88200       1.51696        0.00000        -0.02742       
-10956.30297   14984.34009    1200.00000     33.63478       35.87947       1.51696        0.00000        -0.02742       
-11190.91981   14970.92591    1200.00000     33.63466       35.87694       1.51696        0.00000        -0.02742       
-11425.53665   14957.51173    1200.00000     33.63453       35.87442       1.51696        0.00000        -0.02742       
-11660.15348   14944.09755    1200.00000     33.63441       35.87189       1.51696        0.00000        -0.02742       
-11894.77032   14930.68338    1200.00000     33.63429       35.86936       1.51696        0.00000        -0.02742       
-12129.38715   14917.26920    1200.00000     33.63416       35.86683       1.51696        0.00000        -0.02742       
